sgRNA	Gene	PO1f_1	PO1f_2	PO1f_3	PO1f_Cas9_1	PO1f_Cas9_2	PO1f_Cas9_3
15152	YALI1_C30683g	565	550	1590	427	27	176
33548	YALI1_B22793g	204	229	161	0	0	5
30981	YALI1_F19805g	133	162	340	16	1	22
43396	YALI1_F33189g	142	366	417	298	7	71
38072	YALI1_C05756g	544	950	1192	3054	171	856
22262	YALI1_F00960g	82	71	373	46	9	28
2555	YALI1_C11100g	178	295	616	154	5	83
36495	YALI1_A16863g	488	527	1047	377	36	168
27452	YALI1_D07729g	226	215	454	30	4	26
39815	YALI1_D19087g	47	410	196	231	14	58
14455	YALI1_C11096g	292	272	306	155	5	48
32753	YALI1_B01822g	166	108	20	19	4	32
46867	YALI1_F21482g	128	104	208	2	5	27
38773	YALI1_C25367g	205	417	518	0	0	0
42112	YALI1_F00099g	49	268	210	546	34	119
4397	YALI1_D26749g	310	249	669	127	12	38
18498	YALI1_F05459g	100	74	529	511	58	311
25244	YALI1_B10782g	273	184	281	104	5	37
26130	YALI1_C04532g	277	336	532	55	20	76
30826	YALI1_F16045g	209	554	821	242	6	46
22758	YALI1_F14072g	277	401	467	84	15	29
23007	YALI1_F19805g	195	164	411	111	3	29
2243	YALI1_C02086g	175	128	414	480	40	126
19259	YALI1_F24564g	28	99	77	63	0	39
39480	YALI1_D10829g	392	157	365	151	5	61
45642	YALI1_E32033g	168	268	282	46	2	13
16972	YALI1_E08853g	32	195	187	44	4	73
1054	YALI1_B00819g	142	197	259	126	9	58
43411	YALI1_F33579g	50	110	180	10	1	19
29362	YALI1_E21203g	334	566	891	3	1	0
15258	YALI1_C33444g	164	383	820	1022	128	465
37856	YALI1_B30039g	345	301	172	457	38	165
6202	YALI1_E36568g	18	17	45	2	3	13
29723	YALI1_E29617g	310	460	846	534	24	148
37500	YALI1_B20407g	543	355	781	252	15	89
10221	YALI1_C05710g	26	0	16	21	3	36
27835	YALI1_D17030g	143	144	168	0	0	0
33949	YALI1_C03615g	110	179	176	0	1	1
42956	YALI1_F21813g	300	407	139	70	12	40
7675	YALI1_F32744g	71	96	47	55	3	7
7368	YALI1_F24798g	139	254	422	724	48	220
45371	YALI1_E25490g	471	403	597	153	8	48
19541	YALI1_F32043g	590	288	375	8	0	0
22662	YALI1_F11781g	439	809	1404	3	1	3
45416	YALI1_E26532g	117	127	55	13	3	0
35814	Nontargeting	429	359	702	1161	91	407
21843	YALI1_E32096g	259	414	428	38	3	50
21040	YALI1_E12873g	270	359	946	1351	81	479
13471	YALI1_B14517g	244	510	1117	214	5	56
42655	YALI1_F14495g	186	156	315	56	11	67
47142	YALI1_F28611g	251	466	392	541	38	276
24995	YALI1_B04470g	258	214	370	29	4	26
45476	YALI1_E27846g	342	681	220	43	2	15
8976	YALI1_B02430g	275	385	468	61	13	26
31369	YALI1_F30061g	237	118	306	37	10	69
5136	YALI1_E10852g	188	269	432	253	13	112
41957	YALI1_E37886g	385	981	724	50	4	13
34637	YALI1_C22986g	53	59	116	10	3	10
41702	YALI1_E31717g	249	183	292	253	18	62
2983	YALI1_C23028g	84	148	88	598	46	166
10696	YALI1_C18699g	238	261	262	52	10	24
4610	YALI1_D33191g	83	121	227	23	4	36
15859	YALI1_D15245g	87	100	240	34	2	18
8840	YALI1_A21696g	261	325	481	258	20	106
40175	YALI1_D28973g	319	520	773	198	22	98
37699	YALI1_B25798g	120	69	307	127	19	85
35378	YALI1_D09404g	151	123	424	577	47	185
8171	YALI1_A05052g	360	226	622	19	0	7
21881	YALI1_E33024g	218	374	644	5	0	0
19915	YALI1_D18274g	217	135	514	86	2	50
39437	YALI1_D09766g	242	591	655	164	21	98
1489	YALI1_B12150g	85	13	101	78	4	48
38436	YALI1_C16099g	147	237	349	38	4	28
10584	YALI1_C15991g	301	355	513	48	13	51
42757	YALI1_F16600g	121	172	149	112	15	56
36743	YALI1_B00419g	201	174	196	164	23	53
38631	YALI1_C20793g	141	311	612	212	17	124
21070	YALI1_E13708g	59	106	217	24	0	0
23716	YALI1_F37916g	216	551	626	603	61	314
22561	YALI1_F09317g	132	45	94	0	1	0
1396	YALI1_B09367g	60	42	121	174	22	47
16929	YALI1_E07571g	173	224	352	539	50	214
38821	YALI1_C26616g	197	473	396	200	12	83
45632	YALI1_E31772g	44	35	136	7	3	5
42628	YALI1_F13875g	315	104	346	19	2	8
4272	YALI1_D23575g	229	273	380	16	3	8
32110	YALI1_A08206g	360	301	540	505	18	138
9030	YALI1_B03979g	324	275	412	577	55	172
430	YALI1_A07608g	353	376	976	222	16	86
35524	YALI1_D12880g	60	101	178	50	2	25
16643	YALI1_E00533g	359	350	785	29	4	8
1562	YALI1_B14308g	95	39	125	1	1	2
32918	YALI1_B06028g	478	198	1341	206	22	84
34984	YALI1_C32823g	163	598	466	192	13	95
36796	YALI1_B01752g	225	153	635	31	2	17
25952	YALI1_B29995g	254	425	616	36	2	10
10722	YALI1_C19335g	156	182	301	33	2	0
39669	YALI1_D15398g	196	240	337	90	2	28
35701	YALI1_D17355g	292	136	603	2	1	0
33953	YALI1_C03774g	158	27	226	156	7	92
15635	YALI1_D09766g	154	187	293	105	10	9
7255	YALI1_F21875g	240	402	595	392	11	53
24443	YALI1_A13349g	62	197	248	47	3	35
32077	YALI1_A07372g	461	173	443	145	6	27
2623	YALI1_C13241g	371	327	880	100	16	56
13363	YALI1_B11495g	85	43	118	60	5	25
39316	YALI1_D06756g	192	203	258	227	12	87
34130	YALI1_C08548g	131	28	182	189	9	66
37992	YALI1_C03534g	158	273	123	109	7	60
8906	YALI1_B00731g	185	77	139	86	11	28
1199	YALI1_B04577g	334	450	599	442	46	168
28481	YALI1_D34916g	147	81	195	1	5	6
40493	YALI1_E01778g	183	231	370	29	3	23
46493	YALI1_F12478g	95	268	226	35	8	6
10543	YALI1_C15048g	284	97	475	18	1	8
31846	YALI1_A01888g	547	408	906	540	20	188
25276	YALI1_B11729g	217	203	444	40	8	20
2119	YALI1_B29266g	362	462	684	295	18	113
40091	YALI1_D26529g	290	256	607	119	3	25
42095	YALI1_E41325g	85	266	114	183	13	188
41922	YALI1_E37026g	35	124	60	2	2	33
32689	YALI1_B00242g	237	463	581	122	7	45
38415	YALI1_C15492g	131	115	107	56	5	29
41760	YALI1_E33112g	298	655	883	420	23	113
9026	YALI1_B03832g	393	708	789	57	3	68
2460	YALI1_C08017g	354	287	378	655	52	256
8396	YALI1_A10619g	331	591	903	8	5	12
5393	YALI1_E17184g	20	61	52	8	3	1
21503	YALI1_E23961g	122	59	111	11	2	7
32414	YALI1_A16075g	610	634	1399	3325	251	1422
42284	YALI1_F05039g	68	293	392	59	3	39
14080	YALI1_C00230g	49	4	169	39	0	7
28535	YALI1_E00318g	129	418	444	1	0	1
38174	YALI1_C08275g	403	416	444	1655	154	672
34136	YALI1_C08882g	239	291	518	61	5	44
46380	YALI1_F09737g	527	436	373	567	23	197
45651	YALI1_E32247g	400	816	1027	2181	201	726
45612	YALI1_E31369g	148	48	240	0	3	12
24015	YALI1_A02552g	202	266	289	46	10	19
39323	YALI1_D06988g	160	66	137	0	0	15
26000	YALI1_C00826g	254	214	309	109	3	22
46019	YALI1_E41251g	221	426	471	113	26	83
12398	YALI1_A09397g	123	166	342	2	4	25
46267	YALI1_F06787g	209	199	228	12	0	7
21733	YALI1_E29150g	380	533	804	0	0	0
36326	YALI1_A12868g	164	247	324	449	29	202
22754	YALI1_F13908g	29	49	25	0	1	13
876	YALI1_A18897g	52	43	187	57	2	4
32495	YALI1_A18062g	253	242	520	501	39	109
8034	YALI1_A01732g	53	142	200	180	10	68
32987	YALI1_B07843g	109	159	558	3	1	16
42898	YALI1_F20234g	165	238	144	32	3	39
11650	YALI1_D11242g	173	376	306	143	17	104
30071	YALI1_E38142g	97	82	146	8	8	28
10787	YALI1_C21083g	61	194	92	0	1	0
46682	YALI1_F16551g	208	152	385	141	2	71
41657	YALI1_E30621g	78	107	117	55	1	2
13358	YALI1_B11398g	136	29	37	40	1	23
26563	YALI1_C16712g	39	9	0	60	3	40
28914	YALI1_E10134g	62	16	66	10	3	4
33330	YALI1_B17285g	595	619	1168	218	42	108
26568	YALI1_C16932g	303	285	800	64	5	23
8626	YALI1_A16422g	261	361	702	201	21	129
13279	YALI1_B09025g	286	330	873	0	3	0
20096	YALI1_D23479g	85	172	104	65	1	37
31372	YALI1_F30116g	108	87	183	373	16	268
35158	YALI1_D03604g	104	176	69	26	1	2
15881	YALI1_D15807g	99	101	577	43	4	46
7872	YALI1_F37551g	449	112	197	359	13	167
42408	YALI1_F08597g	593	811	1074	264	31	119
5540	YALI1_E20766g	251	387	454	117	12	30
2978	YALI1_C22922g	301	306	275	13	0	2
19281	YALI1_F25164g	95	235	211	22	0	0
10267	YALI1_C06870g	60	142	114	67	7	78
39955	YALI1_D22932g	80	111	311	147	7	24
23172	YALI1_F24332g	169	222	189	152	15	95
24068	YALI1_A03803g	399	240	271	0	0	0
6522	YALI1_F03494g	160	125	363	360	48	210
46695	YALI1_F16839g	321	607	1064	1233	123	659
16920	YALI1_E07409g	2	3	1	1	0	0
29318	YALI1_E20192g	156	232	352	11	0	0
26580	YALI1_C17216g	617	244	817	126	10	84
15773	YALI1_D12964g	89	145	371	66	2	24
19322	YALI1_F26127g	362	424	637	512	28	103
9929	YALI1_B27968g	297	683	602	114	11	76
40390	YALI1_D35143g	543	737	1553	234	24	125
45008	YALI1_E16900g	98	75	134	85	7	24
35374	YALI1_D09322g	128	39	146	75	0	0
1579	YALI1_B14733g	106	223	684	144	13	50
45658	YALI1_E32411g	42	50	19	17	0	10
47139	YALI1_F28537g	225	223	569	89	14	54
40368	YALI1_D34594g	199	99	292	855	41	230
19904	YALI1_D17983g	88	161	300	3	0	2
6597	YALI1_F05459g	440	429	517	261	23	144
22761	YALI1_F14136g	241	188	509	394	57	236
41836	YALI1_E35012g	213	196	402	75	6	42
7998	YALI1_A00715g	196	341	375	38	2	21
26578	YALI1_C17163g	197	170	446	85	0	27
29789	YALI1_E31483g	104	264	421	31	1	16
11696	YALI1_D12315g	275	382	842	281	21	101
38504	YALI1_C17700g	227	213	184	0	0	1
46478	YALI1_F12033g	205	208	440	91	0	5
27306	YALI1_D03647g	285	71	141	104	5	26
28991	YALI1_E12223g	100	36	199	274	26	91
25444	YALI1_B16309g	156	125	239	847	50	210
29944	YALI1_E35181g	106	113	116	28	2	12
17187	YALI1_E14619g	126	194	150	69	5	30
10210	YALI1_C05347g	351	276	260	235	18	77
17090	YALI1_E12223g	302	188	150	1	0	0
29866	YALI1_E33302g	235	99	137	13	3	4
130	YALI1_A00252g	178	141	463	80	13	37
17236	YALI1_E15865g	50	93	78	56	5	19
27499	YALI1_D08910g	135	282	484	126	15	63
37339	YALI1_B16110g	299	498	710	1062	77	457
26248	YALI1_C07638g	47	59	90	0	0	0
4765	YALI1_E01105g	159	243	59	0	0	0
27650	YALI1_D12483g	94	33	185	25	1	8
23408	YALI1_F30416g	145	134	326	107	2	47
41275	YALI1_E21478g	122	166	244	49	7	55
17721	YALI1_E27339g	79	103	313	196	14	59
61	Nontargeting	152	163	494	575	72	216
44967	YALI1_E15939g	202	184	831	38	3	12
17857	YALI1_E30677g	30	0	14	0	1	1
8062	YALI1_A02443g	302	291	666	983	67	373
8556	YALI1_A14736g	143	114	103	23	1	14
6620	YALI1_F06198g	79	93	103	11	3	11
33787	YALI1_B29548g	215	265	112	119	6	51
8469	YALI1_A12617g	255	152	166	61	6	48
44932	YALI1_E15074g	495	638	699	91	13	49
9860	YALI1_B26153g	64	198	485	145	10	51
26874	YALI1_C25391g	229	454	768	64	15	60
13716	YALI1_B20887g	125	88	48	9	12	59
45444	YALI1_E27229g	199	685	434	16	5	25
42937	YALI1_F21426g	289	250	401	24	1	7
19252	YALI1_F24478g	252	482	1017	71	13	26
36358	YALI1_A13682g	195	115	630	64	1	51
41448	YALI1_E25549g	321	547	767	6	2	1
8574	YALI1_A15185g	349	648	658	124	13	32
45660	YALI1_E32445g	148	149	266	62	2	28
16368	YALI1_D28825g	43	164	12	38	2	28
21373	YALI1_E20885g	175	401	568	109	4	43
25839	YALI1_B27057g	367	369	353	77	6	63
11202	YALI1_C33254g	56	126	520	67	2	47
39201	YALI1_D03437g	201	348	548	636	21	240
15884	YALI1_D15897g	106	159	165	9	0	3
34100	YALI1_C07613g	126	196	884	62	4	7
17105	YALI1_E12711g	80	119	183	47	1	11
28261	YALI1_D28437g	115	120	394	82	12	33
10319	YALI1_C08173g	147	92	325	5	3	14
6313	YALI1_E39248g	358	320	606	159	17	82
28551	YALI1_E00680g	36	83	75	76	16	58
3195	YALI1_C29402g	185	235	229	124	5	29
41099	YALI1_E17243g	176	232	312	110	6	99
8233	YALI1_A06453g	87	276	638	84	2	18
6981	YALI1_F15199g	297	165	308	130	12	37
6430	YALI1_F00821g	171	375	471	0	0	0
20168	YALI1_D25289g	166	386	315	87	10	47
16690	YALI1_E01741g	133	101	194	35	0	12
29123	YALI1_E15521g	75	148	342	147	8	67
37647	YALI1_B24218g	170	339	438	167	12	77
44111	YALI1_D29203g	370	446	769	16	8	44
34220	YALI1_C11501g	199	78	261	224	20	152
27079	YALI1_C31315g	42	90	109	15	5	11
45227	YALI1_E22070g	318	404	602	10	1	0
36035	YALI1_A05459g	59	72	215	125	5	47
22101	YALI1_E38208g	172	331	297	102	6	37
7540	YALI1_F29424g	140	563	476	180	7	76
33186	YALI1_B13411g	301	133	463	1093	48	355
43843	YALI1_D21974g	159	152	251	11	0	0
30573	YALI1_F10270g	172	244	353	57	12	49
41507	YALI1_E27076g	235	474	622	396	18	147
23003	YALI1_F19717g	410	407	443	1	5	9
30206	YALI1_E41699g	48	71	383	358	47	191
38892	YALI1_C29261g	670	961	1456	431	21	186
25562	YALI1_B19490g	341	203	950	661	36	131
47409	YALI1_F35163g	139	217	277	884	41	181
44442	YALI1_E02287g	278	332	496	293	24	128
40446	YALI1_E00551g	268	157	633	8	1	5
46441	YALI1_F11224g	252	159	240	208	17	28
15957	YALI1_D17593g	142	188	146	87	2	10
40775	YALI1_E08861g	232	530	540	74	1	16
30215	YALI1_F00207g	349	285	550	39	4	15
43764	YALI1_D20007g	70	70	173	452	11	34
4675	YALI1_D34860g	534	154	556	86	11	79
25836	YALI1_B26984g	151	289	636	107	4	44
681	YALI1_A14274g	591	1168	1612	239	49	330
20418	YALI1_D32594g	217	205	358	17	2	22
22232	YALI1_E41699g	226	361	453	1428	114	426
46634	YALI1_F15708g	46	52	229	52	1	4
43362	YALI1_F32460g	68	168	119	50	5	11
14307	YALI1_C06655g	181	154	490	76	6	55
4592	YALI1_D32663g	106	252	301	156	9	32
15208	YALI1_C32223g	127	149	576	101	5	30
19918	YALI1_D18392g	44	215	184	341	9	80
43867	YALI1_D22485g	148	191	333	65	10	20
3443	YALI1_D02000g	396	377	969	258	32	197
37539	YALI1_B21356g	146	323	378	79	9	42
18121	YALI1_E37033g	45	56	30	10	2	2
23590	YALI1_F34729g	554	629	1301	184	19	98
46127	YALI1_F02903g	213	330	416	160	5	20
31313	YALI1_F28590g	198	92	164	22	0	0
275	YALI1_A03937g	293	59	422	11	3	20
44902	YALI1_E14350g	434	373	430	642	20	147
44465	YALI1_E02767g	48	260	514	302	8	97
31665	YALI1_F37354g	171	107	101	1	1	0
26592	YALI1_C17453g	236	107	228	85	9	58
33832	YALI1_C00167g	59	217	95	130	24	28
30079	YALI1_E38266g	250	177	267	557	27	44
8175	YALI1_A05168g	367	379	671	374	15	61
903	YALI1_A19759g	221	283	466	769	68	394
35793	Nontargeting	237	398	429	2010	110	408
23200	YALI1_F24905g	18	52	140	24	7	19
7967	YALI1_F39665g	199	287	375	14	1	42
38668	YALI1_C22282g	245	270	238	387	22	161
36658	YALI1_A21012g	355	370	459	415	53	205
45213	YALI1_E21683g	213	335	321	98	2	47
16012	YALI1_D19058g	293	314	539	253	17	112
21188	YALI1_E16493g	62	93	192	122	17	53
12638	YALI1_A15544g	147	200	466	90	15	81
29486	YALI1_E24128g	181	683	960	3	3	19
5160	YALI1_E11491g	177	239	494	101	11	51
16399	YALI1_D29728g	70	69	350	25	2	8
38256	YALI1_C11077g	101	307	340	115	12	56
18704	YALI1_F11020g	247	46	194	0	0	0
28575	YALI1_E01286g	117	164	270	400	27	64
8866	YALI1_A22228g	260	259	459	230	55	189
5647	YALI1_E23313g	103	141	186	12	4	24
11124	YALI1_C31163g	271	541	823	681	43	251
28861	YALI1_E08472g	86	257	463	58	13	81
29181	YALI1_E16919g	452	599	1263	51	1	18
44516	YALI1_E04033g	362	205	463	0	2	0
34315	YALI1_C14147g	192	142	206	425	31	87
7126	YALI1_F18239g	116	203	255	135	6	35
23243	YALI1_F25987g	180	445	739	25	5	11
23346	YALI1_F28833g	143	238	322	0	0	1
10424	YALI1_C11707g	253	85	615	848	59	302
8066	YALI1_A02546g	168	411	601	215	16	141
26403	YALI1_C12642g	243	70	351	0	0	0
8202	YALI1_A05836g	245	267	696	126	22	38
9415	YALI1_B14292g	123	275	536	31	11	66
15184	YALI1_C31576g	27	51	181	91	7	42
20113	YALI1_D23995g	194	573	570	555	40	261
4622	YALI1_D33428g	181	626	442	339	31	188
6967	YALI1_F14882g	153	267	524	0	0	2
24640	YALI1_A18036g	51	112	41	69	11	26
29885	YALI1_E33843g	22	54	268	122	7	25
18985	YALI1_F17302g	511	722	693	411	34	173
44027	YALI1_D26749g	176	41	158	146	11	71
38574	YALI1_C19376g	154	269	373	83	4	43
11187	YALI1_C32914g	221	391	694	325	14	108
6937	YALI1_F14175g	90	170	374	0	0	0
32988	YALI1_B07852g	231	195	590	466	38	196
42913	YALI1_F20712g	441	280	360	1261	34	290
7996	YALI1_A00661g	517	376	673	50	3	2
19134	YALI1_F21396g	47	119	167	56	5	19
18181	YALI1_E38349g	9	22	152	18	3	60
9526	YALI1_B17214g	134	139	382	7	3	30
22098	YALI1_E38164g	545	590	1292	394	26	204
40561	YALI1_E03396g	659	917	1393	652	52	281
12054	YALI1_A00983g	71	168	81	62	3	47
18476	YALI1_F04855g	243	350	212	357	19	128
46275	YALI1_F06991g	117	494	446	80	15	63
31673	YALI1_F37540g	104	177	386	189	19	128
37688	YALI1_B25484g	191	388	636	194	15	117
6844	YALI1_F11916g	157	119	397	169	10	56
12891	YALI1_A21775g	325	485	1111	305	14	79
41855	YALI1_E35417g	161	233	422	104	10	87
36590	YALI1_A19249g	183	105	202	213	13	84
7466	YALI1_F27556g	67	31	95	0	0	0
12994	YALI1_B01752g	100	220	178	422	20	156
17253	YALI1_E16255g	24	32	32	0	0	0
15842	YALI1_D14639g	273	311	487	50	3	15
25542	YALI1_B18975g	142	489	928	89	11	164
7137	YALI1_F18740g	180	140	228	93	5	15
14951	YALI1_C24891g	40	15	204	102	11	34
16676	YALI1_E01352g	39	31	238	13	1	17
22726	YALI1_F13155g	128	283	481	345	25	191
29779	YALI1_E31186g	198	104	163	121	6	52
6965	YALI1_F14827g	421	402	411	118	5	41
38636	YALI1_C21083g	189	306	506	101	5	38
16586	YALI1_D35119g	54	14	245	8	1	10
26188	YALI1_C06118g	298	243	842	87	10	54
27403	YALI1_D06434g	220	168	266	88	6	47
31015	YALI1_F20820g	97	215	393	56	2	18
29068	YALI1_E14164g	145	63	155	22	9	36
41462	YALI1_E25859g	164	198	276	0	3	1
38490	YALI1_C17419g	277	297	325	106	7	41
9309	YALI1_B11200g	264	384	383	12	0	10
19645	YALI1_F34304g	305	154	363	82	5	53
12752	YALI1_A18414g	142	108	173	31	2	15
9725	YALI1_B22351g	301	722	459	181	4	37
37263	YALI1_B14268g	238	328	350	720	45	186
33897	YALI1_C02044g	431	320	641	410	18	116
31738	YALI1_F39001g	91	157	159	141	12	49
22558	YALI1_F09282g	260	553	750	715	55	349
7705	YALI1_F33513g	155	245	441	211	17	96
14622	YALI1_C15687g	317	17	31	43	2	13
18694	YALI1_F10839g	85	120	312	435	35	174
24803	YALI1_A22008g	198	146	353	597	33	168
14156	YALI1_C02421g	113	362	166	25	1	22
44934	YALI1_E15093g	67	120	212	197	5	99
9735	YALI1_B22549g	50	148	316	454	6	126
13626	YALI1_B18687g	46	130	208	106	3	11
13467	YALI1_B14418g	73	158	124	69	7	42
24143	YALI1_A05701g	134	478	354	788	85	349
15876	YALI1_D15692g	291	460	1075	288	38	173
21033	YALI1_E12730g	77	384	348	0	1	14
41975	YALI1_E38193g	201	335	237	982	74	241
26085	YALI1_C03374g	85	94	240	160	11	40
808	YALI1_A17289g	107	174	272	76	5	21
27492	YALI1_D08734g	90	48	177	106	3	11
34500	YALI1_C18726g	112	123	303	294	16	183
11905	Nontargeting	108	201	503	588	87	314
28712	YALI1_E04688g	201	93	435	143	5	18
45087	YALI1_E18918g	196	572	248	80	6	74
46069	YALI1_F01078g	69	168	240	62	4	38
9107	YALI1_B05832g	345	266	362	148	11	64
23182	YALI1_F24509g	164	277	537	193	6	43
35013	YALI1_C33444g	88	139	132	143	14	92
45100	YALI1_E19201g	67	66	25	238	10	75
46883	YALI1_F21813g	69	106	248	28	1	14
949	YALI1_A20884g	427	491	627	60	6	61
21081	YALI1_E13899g	23	50	109	1	2	0
36184	YALI1_A08934g	135	214	362	311	15	119
16969	YALI1_E08733g	174	138	417	29	11	32
3413	YALI1_D01234g	142	173	105	76	5	34
47360	YALI1_F34000g	90	160	472	64	13	81
4210	YALI1_D21851t	178	69	130	0	1	0
41196	YALI1_E19723g	24	142	176	12	2	17
25860	YALI1_B27534g	54	91	23	42	2	16
15373	YALI1_D02641g	45	50	95	47	3	15
27091	YALI1_C31793g	134	86	182	35	1	32
37826	YALI1_B29419g	78	118	43	54	4	7
37527	YALI1_B21070g	242	127	301	0	0	2
31620	YALI1_F36132g	126	63	253	280	27	74
34841	YALI1_C29141g	144	318	52	108	6	59
34296	YALI1_C13642g	16	83	0	54	1	14
47586	YALI1_F39330g	151	273	696	0	0	0
16686	YALI1_E01649g	142	167	560	915	57	222
36270	YALI1_A11303g	211	193	266	35	2	23
8417	YALI1_A11231g	52	230	601	139	14	60
8278	YALI1_A07405g	294	243	418	156	5	57
11915	Nontargeting	57	79	0	32	5	17
45430	YALI1_E26971g	41	220	115	204	6	28
11942	Nontargeting	250	123	891	723	79	263
5336	YALI1_E15889g	134	163	482	73	10	20
9776	YALI1_B23609g	668	840	932	18	6	30
1025	YALI1_B00037g	525	524	990	1292	156	439
44032	YALI1_D26934g	287	331	516	134	5	31
14819	YALI1_C20429g	346	70	264	24	0	5
11935	Nontargeting	373	548	544	2017	130	633
14868	YALI1_C22322g	82	4	70	81	13	7
516	YALI1_A09798g	430	501	477	0	0	6
47382	YALI1_F34521g	96	319	538	309	15	125
26539	YALI1_C16183g	262	83	399	8	1	13
635	YALI1_A13224g	148	432	107	110	16	36
30424	YALI1_F06262g	123	194	173	286	11	103
47213	YALI1_F30479g	125	131	406	145	8	45
26564	YALI1_C16770g	110	176	254	122	11	60
8538	YALI1_A14305g	323	396	839	680	82	402
8751	YALI1_A19563g	62	293	172	52	5	11
20829	YALI1_E06759g	104	153	457	47	9	32
10351	YALI1_C09230g	251	332	549	76	9	27
5712	YALI1_E24719g	179	369	638	203	14	92
866	YALI1_A18671g	102	165	345	222	27	79
25670	YALI1_B22266g	186	21	409	290	22	90
11355	YALI1_D03575g	154	451	283	127	10	70
13684	YALI1_B20145g	212	114	424	59	16	37
42953	YALI1_F21769g	192	202	451	1	0	0
32576	YALI1_A20176g	91	224	285	80	1	9
32153	YALI1_A09397g	173	175	126	237	39	142
49	Nontargeting	212	102	199	343	28	149
20196	YALI1_D26051g	125	18	193	92	6	59
8069	YALI1_A02568g	61	41	143	298	23	95
46237	YALI1_F05876g	266	168	291	332	10	74
17931	YALI1_E32445g	68	137	108	41	0	8
29195	YALI1_E17184g	403	319	531	195	16	54
2874	YALI1_C19422g	200	251	485	59	3	1
18739	YALI1_F11866g	30	18	0	10	2	14
25880	YALI1_B28025g	18	26	6	29	0	10
44789	YALI1_E11485g	187	270	330	64	3	23
37639	YALI1_B23966g	116	0	34	13	12	12
6089	YALI1_E34028g	399	211	787	32	2	3
39761	YALI1_D17666g	236	275	285	176	22	64
27248	YALI1_D02050g	310	566	1022	337	32	200
441	YALI1_A07829g	88	132	62	50	8	14
5593	YALI1_E21983g	139	197	215	66	0	8
39136	YALI1_D01780g	179	498	278	505	40	121
44974	YALI1_E16097g	469	947	976	2081	177	860
4929	YALI1_E05180g	77	145	442	111	5	24
43685	YALI1_D17577g	205	430	760	120	9	42
9912	YALI1_B27534g	59	58	121	63	10	52
13468	YALI1_B14441g	303	751	1119	292	23	194
12817	YALI1_A20113g	1036	1281	2034	220	20	100
23558	YALI1_F34000g	348	64	82	19	2	13
42944	YALI1_F21567g	245	328	493	502	33	172
38805	YALI1_C26161g	145	177	609	137	3	57
14865	YALI1_C22278g	99	100	146	57	8	12
1874	YALI1_B22391g	287	183	241	215	6	62
42419	YALI1_F08930g	64	155	130	21	5	36
32831	YALI1_B03963g	246	223	620	161	6	57
24576	YALI1_A16466g	310	481	606	76	4	61
47283	YALI1_F32330g	136	345	757	157	4	14
30434	YALI1_F06544g	211	239	183	179	2	33
19516	YALI1_F31482g	223	13	86	21	0	3
42911	YALI1_F20637g	180	194	484	473	48	264
6719	YALI1_F09017g	271	378	634	112	19	115
8061	YALI1_A02426g	227	129	241	33	2	12
21313	YALI1_E19563g	365	328	618	114	5	95
7161	YALI1_F19244g	126	331	617	47	1	23
9439	YALI1_B14882g	39	108	227	99	6	52
12534	YALI1_A13148g	135	103	149	50	3	7
2614	YALI1_C13007g	73	71	226	551	44	239
22568	YALI1_F09481g	113	459	460	83	1	21
8162	YALI1_A04864g	123	380	328	159	9	42
46449	YALI1_F11337g	404	148	553	64	9	56
24537	YALI1_A15523g	340	450	564	303	18	128
38252	YALI1_C10806g	243	143	248	16	4	31
27691	YALI1_D13368g	102	305	246	339	23	135
26826	YALI1_C24198g	517	281	807	93	14	116
10590	YALI1_C16150g	83	224	369	64	6	35
17876	YALI1_E31154g	270	304	291	12	1	6
30157	YALI1_E40327g	368	470	809	5	3	0
14776	YALI1_C19450g	52	83	165	5	2	18
4094	YALI1_D18495g	72	60	242	14	1	1
3883	YALI1_D13226g	175	279	355	1	0	0
11756	YALI1_D13788g	245	456	710	537	25	121
6011	YALI1_E31982g	516	443	1102	282	13	84
7430	YALI1_F26427g	189	228	473	28	3	32
40262	YALI1_D31672g	202	261	674	906	34	301
41041	YALI1_E15991g	151	442	456	181	7	106
23508	YALI1_F32880g	132	306	298	72	10	21
31101	YALI1_F23201g	133	220	619	94	11	25
17200	YALI1_E14967g	44	61	48	82	8	77
31932	YALI1_A03964g	230	80	298	32	0	7
41489	YALI1_E26532g	10	83	89	42	1	9
2667	YALI1_C14369g	44	27	73	36	11	41
41939	YALI1_E37419g	237	211	592	112	5	43
22096	YALI1_E38136g	83	139	263	31	11	28
1727	YALI1_B18727g	127	86	148	24	1	0
14099	YALI1_C00826g	168	80	157	120	0	17
23974	YALI1_A01505g	308	278	776	43	13	39
31142	YALI1_F24228g	112	72	75	70	17	24
33862	YALI1_C00999g	300	382	249	145	15	142
33468	YALI1_B20834g	113	166	358	5	0	12
40786	YALI1_E09269g	408	309	323	72	19	19
46936	YALI1_F23368g	354	422	353	32	0	6
18848	YALI1_F14374g	152	64	159	239	30	66
46450	YALI1_F11363g	197	377	448	82	11	97
17587	YALI1_E24174g	62	56	162	40	4	10
11860	YALI1_D16354g	327	97	674	243	21	156
22740	YALI1_F13446g	111	84	187	0	0	6
10671	YALI1_C18082g	111	144	470	10	11	35
44683	YALI1_E08271g	104	98	95	4	0	0
15334	YALI1_D01780g	119	302	438	198	17	105
13217	YALI1_B07413g	101	134	210	83	7	35
36450	YALI1_A15813g	110	252	492	153	16	22
